// filepath: /Users/sydg/VSCode/FFDSR/实验结果csv/处理后/no_cbam_avg_Loss_Train.csv
Step,Value,Wall time
0,0.09106286317110056,1742825013.4750245
1,0.057169862091541235,1742825326.210138
2,0.049379652738571124,1742825635.7553823
3,0.04134617596864696,1742825944.4177938
4,0.039131607860326746,1742826254.003986
5,0.037258214503526635,1742826562.9104216
6,0.03487328402698035,1742826873.5531485
7,0.035329763591289455,1742827182.129252
8,0.0329294297844171,1742827491.1686668
9,0.032338568940758684,1742827799.8330655
10,0.030262058600783303,1742828108.872074
11,0.03030604980885978,1742828417.8995805
12,0.02984656319022172,1742828728.888432
13,0.02795570082962508,1742829037.5925264
14,0.027633616700768422,1742829347.2889123
15,0.026865519583225177,1742829656.5766523
16,0.026083413884043637,1742829965.667837
17,0.0253884900361299,1742830273.9349766
18,0.025839393213391258,1742830583.181219
19,0.02612770982086654,1742830892.3358448
20,0.02429254911839958,1742831201.7369697
21,0.02416061349213116,1742831510.462818
22,0.02277069836854932,1742831819.524985
23,0.02237641699612138,1742832128.6897707
24,0.021944634616374904,1742832437.8661475
25,0.02227276712656016,1742832746.4622526
26,0.02239895537495608,1742833055.9843874
27,0.0220676720142364,1742833365.0434227
28,0.02209852859377856,1742833674.1587625
29,0.021832024306058857,1742833982.9962034
30,0.021382047235965682,1742834292.8998213
31,0.02185991480946538,1742834601.805252
32,0.02086087018251414,1742834911.300418
33,0.02111061811447138,1742835220.4266064
34,0.021020458638668,1742835528.9825315
35,0.020480555295944163,1742835837.8167467
36,0.02035684920847412,1742836147.014701
37,0.02011478394269938,1742836456.0583112
38,0.02032039649784558,1742836765.6822948
39,0.0198719654232263,1742837075.0830345
40,0.0200181923806667,1742837384.5781178
41,0.020080063119530638,1742837693.5592277
42,0.019914809986948917,1742838002.7956643
43,0.01976607702672478,1742838311.802178
44,0.019563794881105382,1742838621.3323903
45,0.0195076640695333,1742838930.2887335
46,0.01941931359469886,1742839239.561826
47,0.01945266276597972,1742839548.5847366
48,0.0193330395966768,1742839857.8623593
49,0.01960014924407,1742840167.0308547
50,0.01929837390780444,1742840476.406572
51,0.0194511156529188,1742840785.1474264
52,0.01938235759735102,1742841093.8954654
53,0.019389111921191183,1742841402.6088305
54,0.019193335995078043,1742841711.6026704
55,0.0191559441387653,1742842020.6921928
56,0.019115182012319498,1742842329.387154
57,0.019024901464581443,1742842638.7939005
58,0.019206699728965698,1742842947.5800252
59,0.018907061591744358,1742843256.5140238
60,0.019011365994811,1742843565.5950823
61,0.019146162271499578,1742843874.3575296
62,0.018864766880869802,1742844183.5031457
63,0.01892891861498352,1742844492.5566452
64,0.01900884322822088,1742844801.973137
65,0.01890119947493074,1742845111.009473
66,0.01887305714190002,1742845420.460182
67,0.018928066641092263,1742845729.6309266
68,0.018914999067783322,1742846038.020311
69,0.018977019935846256,1742846350.509122
70,0.018818540871143298,1742846659.5234442
71,0.01886362992227074,1742846969.2065756
72,0.018953187763690902,1742847278.3693378
73,0.018843900039792,1742847587.42085
74,0.0188726365566253,1742847896.5441315
75,0.0187798891216516,1742848205.1100886
76,0.01883998438715928,1742848515.013643
77,0.018833748251199676,1742848823.4952445
78,0.018874424695968582,1742849132.465184
79,0.01887224279344078,1742849441.318226
80,0.01887166127562518,1742849750.2608068
81,0.018960227817296938,1742850059.15565
82,0.018848138302564578,1742850367.5947134
83,0.018837139382958383,1742850676.6317816
84,0.01891428716480726,1742850985.866542
85,0.01888693831861012,1742851294.466251
86,0.01881595030426972,1742851603.644745
87,0.018952353298664036,1742851912.398244
88,0.01884268708527084,1742852221.3688638
89,0.01884208545088762,1742852529.7910993
90,0.0188198290765285,1742852839.326764
91,0.0189533311873674,1742853148.2158363
92,0.01879507228732104,1742853457.2029357
93,0.01882392503321168,1742853766.1660569
94,0.018752397224307,1742854075.3112853
95,0.01884820982813832,1742854384.8304565
96,0.01877003572881216,1742854694.360352
97,0.01882832609117028,1742855002.9884772
98,0.01877012215554708,1742855312.250968
99,0.018865112215280522,1742855621.6216905
