// filepath: /Users/sydg/VSCode/FFDSR/实验结果csv/处理后/run_avg_Loss_Train.csv
Step,Value,Wall time
0,0.09383783787488933,1742212386.53987
1,0.05980496555566785,1742212705.375245
2,0.05194613635540004,1742213019.2997713
3,0.04566999599337574,1742213332.3109014
4,0.03996899276971812,1742213644.8378284
5,0.0377042710781097,1742213957.1363027
6,0.035785377770662256,1742214269.5222538
7,0.034204807877540544,1742214581.795701
8,0.0323950577527284,1742214894.2485404
9,0.032580613344907715,1742215206.8353052
10,0.03129438459873194,1742215519.7068496
11,0.02945649437606332,1742215832.6752174
12,0.0281336490064859,1742216144.9892747
13,0.028127902373671475,1742216456.529496
14,0.02795891799032682,1742216768.3997307
15,0.027819212898611983,1742217081.1770723
16,0.02595220319926732,1742217393.0166335
17,0.025797440111637083,1742217705.637113
18,0.025465114042162885,1742218019.1959832
19,0.02465434670448298,1742218331.4674604
20,0.024187279120087564,1742218644.08856
21,0.023829206451773575,1742218956.9606194
22,0.023501288145780518,1742219269.575789
23,0.022672208026051483,1742219581.3168087
24,0.022754294052720024,1742219893.7797706
25,0.022167612612247416,1742220205.7966816
26,0.0222387038171291,1742220519.4481957
27,0.02172092311084268,1742220832.0225413
28,0.0214171234518289,1742221143.718864
29,0.02183977104723448,1742221455.5206635
30,0.021218531951308184,1742221767.5860095
31,0.02083430923521514,1742222079.0033913
32,0.02065213397145266,1742222391.1712644
33,0.020118365436792317,1742222703.891831
34,0.02054641544818872,1742223015.926805
35,0.02040338255465026,1742223327.311336
36,0.02017272710800166,1742223640.1939328
37,0.02000853978097434,1742223952.2079086
38,0.019774378836154897,1742224264.017858
39,0.019510022923350297,1742224575.8535037
40,0.01969505995512004,1742224887.591854
41,0.01950536482036108,1742225198.7977989
42,0.019488057494163484,1742225509.814552
43,0.01926483735442156,1742225821.6811004
44,0.01912832185626024,1742226134.2678015
45,0.01914757564663882,1742226445.9585257
46,0.0190119538456201,1742226758.825243
47,0.01885728798806664,1742227071.0452971
48,0.019048279896378438,1742227383.1791458
49,0.01887568458914752,1742227695.6316342
50,0.01880077645182604,1742228007.7834442
51,0.018856844678521098,1742228319.9600728
52,0.018814127892255762,1742228631.9393055
53,0.018715488165616922,1742228944.0413082
54,0.018770333006978,1742229256.2771935
55,0.018749973550438843,1742229568.3675525
56,0.018812934681773138,1742229880.4988816
57,0.018830276653170542,1742230192.6673503
58,0.018771536648273402,1742230505.4063845
59,0.01866186335682864,1742230817.2036903
60,0.018643788620829542,1742231129.5425754
61,0.01863004155457014,1742231441.7120516
62,0.01875147260725496,1742231753.9499805
63,0.01868532747030252,1742232066.1763468
64,0.0186709858477115,1742232379.088112
65,0.01875097379088396,1742232691.0068047
66,0.0186365023255348,1742233002.764935
67,0.018722376227378778,1742233314.5796587
68,0.018650969862937898,1742233626.6262794
69,0.018542473018169362,1742233938.9028206
70,0.01859358958899972,1742234250.8108814
71,0.018643282726407,1742234562.6709032
72,0.0186685692518949,1742234875.2780037
73,0.018625430762767743,1742235187.560021
74,0.01870592385530466,1742235499.4862645
75,0.018541121110320042,1742235811.3954556
76,0.0185782011598348,1742236123.5970027
77,0.0184550486505031,1742236435.3267145
78,0.018725511059164958,1742236747.658214
79,0.018568814918398797,1742237059.7046828
80,0.018584919720888098,1742237371.484914
81,0.018618801981210662,1742237683.447259
82,0.01857936419546598,1742237995.8939743
83,0.018613667041063243,1742238307.8958554
84,0.01844140477478498,1742238619.5872045
85,0.018633884191513024,1742238931.2301888
86,0.018612338975071842,1742239243.671991
87,0.018604528158903077,1742239555.075051
88,0.01853792518377298,1742239867.829051
89,0.01857150867581362,1742240179.5786114
90,0.018527249991893723,1742240491.7875788
91,0.018558512628078422,1742240803.2220745
92,0.01862538419663902,1742241126.474747
93,0.01855240873992438,1742241438.946502
94,0.018565496057271903,1742241751.664233
95,0.018579734861850678,1742242064.2056842
96,0.018556837365031182,1742242376.7733667
97,0.018553281202912303,1742242689.2486925
98,0.018551580235362,1742243001.854746
99,0.01848165728151792,1742243314.9326773
