Wall time,Step,Value
1742636701.3502514,0,0.09027350693941116
1742637003.169608,1,0.05998982489109039
1742637304.7379446,2,0.04766549915075302
1742637605.7190874,3,0.04335412755608559
1742637907.5314672,4,0.0441695936024189
1742638209.0498207,5,0.04015155881643295
1742638511.523205,6,0.03565899282693863
1742638813.113336,7,0.03608690947294235
1742639114.662861,8,0.03368119150400162
1742639415.8922899,9,0.0353226475417614
1742639716.8704052,10,0.03519999980926514
1742640018.33022,11,0.03295151889324188
1742640319.6378312,12,0.03316868096590042
1742640620.766271,13,0.029841365292668343
1742640922.3319468,14,0.030885877087712288
1742641223.8505619,15,0.029825620353221893
1742641525.8072815,16,0.0294850654900074
1742641826.914117,17,0.02887817472219467
1742642128.1479077,18,0.027553899213671684
1742642429.3304272,19,0.027445193380117416
1742642731.294905,20,0.024987319484353065
1742643033.556818,21,0.02466125413775444
1742643335.386191,22,0.023894811049103737
1742643636.4974556,23,0.024723708629608154
1742643937.9818227,24,0.024753699079155922
1742644239.784501,25,0.023451702669262886
1742644540.571953,26,0.0224751066416502
1742644842.1364765,27,0.02240045927464962
1742645143.6909785,28,0.02108021453022957
1742645445.4181674,29,0.021553348749876022
1742645746.5128646,30,0.022259468212723732
1742646047.6452153,31,0.0222946647554636
1742646349.686327,32,0.021786639466881752
1742646650.4844577,33,0.02164052240550518
1742646952.2546923,34,0.021181099116802216
1742647253.0194428,35,0.021185174584388733
1742647554.6400921,36,0.02200823836028576
1742647856.8381836,37,0.021834515035152435
1742648158.4231343,38,0.02051699347794056
1742648459.7830455,39,0.02059980109333992
1742648761.5558715,40,0.020744075998663902
1742649062.7875493,41,0.02023707702755928
1742649364.3815608,42,0.02053079940378666
1742649665.3960185,43,0.019886182621121407
1742649966.7810917,44,0.019900960847735405
1742650268.2882018,45,0.019936388358473778
1742650569.6393635,46,0.020212987437844276
1742650871.226961,47,0.019439224153757095
1742651172.5706081,48,0.0198355782777071
1742651473.9485767,49,0.01970508322119713
1742651775.6739748,50,0.019685424864292145
1742652076.821873,51,0.01981416344642639
1742652378.7422338,52,0.019968116655945778
1742652679.5266578,53,0.019756225869059563
1742652980.8945384,54,0.0194134209305048
1742653282.361505,55,0.019557204097509384
1742653583.2465518,56,0.019561171531677246
1742653884.0581493,57,0.019380180165171623
1742654185.5076804,58,0.01936083473265171
1742654486.8237584,59,0.01977858506143093
1742654788.529211,60,0.01915987767279148
1742655090.1716413,61,0.01958547718822956
1742655390.813782,62,0.01953938603401184
1742655691.996067,63,0.019505269825458527
1742655993.0754619,64,0.019221534952521324
1742656294.5217638,65,0.019195929169654846
1742656595.8886993,66,0.019204087555408478
1742656897.2388327,67,0.019282255321741104
1742657199.2556107,68,0.01926208660006523
1742657500.68626,69,0.019284792244434357
1742657801.613948,70,0.018973669037222862
1742658102.352697,71,0.019095642492175102
1742658403.8601246,72,0.019175663590431213
1742658705.7912116,73,0.019185468554496765
1742659007.976051,74,0.01912875287234783
1742659308.9859066,75,0.018992606550455093
1742659610.6410034,76,0.0194670632481575
1742659911.5475209,77,0.01912643201649189
1742660212.9434946,78,0.019105101004242897
1742660514.2376785,79,0.0192323736846447
1742660815.7321239,80,0.01899763196706772
1742661117.0414329,81,0.018905481323599815
1742661417.7940464,82,0.018918629735708237
1742661718.9666493,83,0.018936429172754288
1742662020.3567615,84,0.0187848974019289
1742662321.5507758,85,0.01926560327410698
1742662623.2767026,86,0.019007055088877678
1742662923.96808,87,0.019287025555968285
1742663225.4332361,88,0.019041618332266808
1742663527.2877598,89,0.0190652534365654
1742663828.4649613,90,0.01891452446579933
1742664129.838933,91,0.01904788240790367
1742664431.385749,92,0.019109170883893967
1742664732.4535332,93,0.019330142065882683
1742665033.459591,94,0.019388919696211815
1742665334.9171553,95,0.01894220896065235
1742665636.5734627,96,0.01883086934685707
1742665937.986641,97,0.019215833395719528
1742666239.078089,98,0.01914025843143463
1742666540.1924353,99,0.019021740183234215
